time_stamp,angle,range,intensity
1638749974310304000,-0.3455207943916321,0.9409999847412109,1008.0
1638749974310304000,-0.33543044328689575,0.9319999814033508,1008.0
1638749974310304000,-0.32479506731033325,0.9319999814033508,1008.0
1638749974310304000,-0.3136137127876282,0.9259999990463257,1008.0
1638749974310304000,-0.3027055859565735,0.9229999780654907,1008.0
1638749974310304000,-0.2915247082710266,0.9200000166893005,1008.0
1638749974310304000,-0.2811616063117981,0.925000011920929,1008.0
1638749974310304000,-0.2699807286262512,0.9200000166893005,1008.0
1638749974310304000,-0.25907212495803833,0.9110000133514404,1008.0
1638749974310304000,-0.24789124727249146,0.9100000262260437,1008.0
1638749974310304000,-0.23725587129592896,0.9100000262260437,1008.0
1638749974310304000,-0.22634726762771606,0.906000018119812,1008.0
1638749974310304000,-0.21543914079666138,0.906000018119812,1008.0
1638749974310304000,-0.2045305371284485,0.9049999713897705,1008.0
1638749974310304000,-0.1936224102973938,0.902999997138977,1008.0
1638749974310304000,-0.1829870343208313,0.9020000100135803,1008.0
1638749974310304000,-0.17180567979812622,0.8980000019073486,1008.0
1638749974310304000,-0.16089755296707153,0.8980000019073486,1008.0
1638749974310304000,-0.15026170015335083,0.8999999761581421,1008.0
1638749974310304000,-0.13935357332229614,0.8949999809265137,1008.0
1638749974310304000,-0.12844544649124146,0.890999972820282,1008.0
1638749974310304000,-0.11753685027360916,0.8930000066757202,1008.0
1638749974310304000,-0.10662872344255447,0.8930000066757202,1008.0
1638749974310304000,-0.09599334746599197,0.8899999856948853,1008.0
1638749974310304000,-0.08508474379777908,0.890999972820282,1008.0
1638749974310304000,-0.0741766169667244,0.890999972820282,1008.0
1638749974310304000,-0.0632680132985115,0.8920000195503235,1008.0
1638749974310304000,-0.05208713188767433,0.8880000114440918,1008.0
1638749974310304000,-0.04145175591111183,0.8889999985694885,1008.0
1638749974310304000,-0.03081590309739113,0.8899999856948853,1008.0
1638749974310304000,-0.01990777626633644,0.890999972820282,1008.0
1638749974310304000,-0.008726421743631363,0.8880000114440918,1008.0
1638749974310304000,0.001636246219277382,0.890999972820282,1008.0
1638749974310304000,0.012544553726911545,0.8930000066757202,1008.0
1638749974310304000,0.023452861234545708,0.8920000195503235,1008.0
1638749974310304000,0.03436116874217987,0.890999972820282,1008.0
1638749974310304000,0.04499676823616028,0.8949999809265137,1008.0
1638749974310304000,0.05590507760643959,0.890999972820282,1008.0
1638749974310304000,0.0668133869767189,0.8949999809265137,1008.0
1638749974310304000,0.07772169262170792,0.8960000276565552,1008.0
1638749974310304000,0.08862999826669693,0.8970000147819519,1008.0
1638749974310304000,0.10008372366428375,0.8970000147819519,1008.0
1638749974310304000,0.11044661700725555,0.8999999761581421,1008.0
1638749974310304000,0.12108221650123596,0.9010000228881836,1008.0
1638749974310304000,0.13199052214622498,0.9020000100135803,1008.0
1638749974310304000,0.14262612164020538,0.9039999842643738,1008.0
1638749974310304000,0.1535344272851944,0.9070000052452087,1008.0
1638749974310304000,0.1641700267791748,0.9089999794960022,1008.0
1638749974310304000,0.1748056262731552,0.9120000004768372,1008.0
1638749974310304000,0.18544122576713562,0.9139999747276306,1008.0
1638749974310304000,0.19634954631328583,0.9169999957084656,1008.0
1638749974310304000,0.20698514580726624,0.9200000166893005,1008.0
1638749974310304000,0.21789345145225525,0.9190000295639038,1008.0
1638749974310304000,0.22825634479522705,0.9229999780654907,1008.0
1638749974310304000,0.23916465044021606,0.9259999990463257,1008.0
1638749974310304000,0.24980024993419647,0.9279999732971191,1008.0
1638749974310304000,0.2601631283760071,0.9319999814033508,1008.0
1638749974310304000,0.2710714638233185,0.9380000233650208,1008.0
1638749974310304000,0.2817070484161377,0.9399999976158142,1008.0
1638749974310304000,0.2926153540611267,0.9419999718666077,1008.0
1638749974310304000,0.3029782474040985,0.9449999928474426,1008.0
1638749974310304000,0.3138865530490875,0.949999988079071,1008.0
1638749974310304000,0.3245221674442291,0.953000009059906,1008.0
1638749974310304000,0.33515775203704834,0.9580000042915344,1008.0
1638749974310304000,0.34579336643218994,0.9599999785423279,1008.0
1638749974310304000,0.35670167207717896,0.9620000123977661,1008.0
1638749974310304000,0.36706456542015076,0.9679999947547913,1008.0
1638749974310304000,0.37797287106513977,0.9750000238418579,1008.0
1638749974310304000,0.3883357644081116,0.9789999723434448,1008.0
1638749974310304000,0.3989713490009308,0.9850000143051147,1008.0
1638749974310304000,0.4098796546459198,0.9900000095367432,1008.0
1638749974310304000,0.4202425479888916,0.9940000176429749,1008.0
1638749974310304000,0.4311508536338806,0.9990000128746033,1008.0
1638749974310304000,0.5595961809158325,0.0,1008.0
1638749974310304000,0.5705044865608215,0.0,1008.0
1638749974310304000,0.5811401009559631,0.0,1008.0
1638749974310304000,0.5920484066009521,0.0,1008.0
1638749974310304000,0.6026840209960938,0.0,1008.0
1638749974310304000,0.6135923266410828,0.0,1008.0
1638749974310304000,0.6242279410362244,0.0,1008.0
1638749974310304000,0.6351362466812134,0.0,1008.0
1638749974310304000,0.6463172435760498,0.0,1008.0
1638749974310304000,0.6569528579711914,0.0,1008.0
1638749974310304000,0.6678611636161804,0.0,1008.0
1638749974310304000,0.6787694692611694,0.0,1008.0
1638749974310304000,0.689405083656311,0.0,1008.0
1638749974310304000,0.7003133893013,0.0,1008.0
1638749974310304000,0.7112216949462891,0.0,1008.0
1638749974310304000,0.7221300005912781,0.0,1008.0
1638749974310304000,0.7327655553817749,0.0,1008.0
1638749974310304000,0.7436738610267639,0.0,1008.0
1638749974310304000,0.7545821666717529,0.0,1008.0
1638749974310304000,0.7654904723167419,0.0,1008.0
1638749974310304000,0.7761260867118835,0.0,1008.0
1638749974310304000,0.7870343923568726,0.0,1008.0
1638749974310304000,0.7979426980018616,0.0,1008.0
1638749974310304000,0.8088510036468506,0.0,1008.0
1638749974310304000,0.8194866180419922,0.0,1008.0
1638749974310304000,0.8303949236869812,0.0,1008.0
1638749974310304000,0.8413032293319702,0.0,1008.0
1638749974310304000,0.8522115349769592,0.0,1008.0
1638749974310304000,0.7303112149238586,3.0889999866485596,1008.0
1638749974310304000,0.8737554550170898,0.0,1008.0
1638749974310304000,0.8846637606620789,0.0,1008.0
1638749974310304000,0.8955720663070679,0.0,1008.0
1638749974310304000,0.9062076807022095,0.0,1008.0
1638749974310304000,0.9171159863471985,0.0,1008.0
1638749974310304000,0.7965791821479797,2.7160000801086426,1008.0
1638749974310304000,0.8074874877929688,2.7049999237060547,1008.0
1638749974310304000,0.9495682120323181,0.0,1008.0
1638749974310304000,0.9604765176773071,0.0,1008.0
1638749974310304000,0.9713848233222961,0.0,1008.0
1638749974310304000,0.9822931289672852,0.0,1008.0
1638749974310304000,0.860665500164032,3.066999912261963,1008.0
1638749974310304000,1.003836989402771,0.0,1008.0
1638749974310304000,1.0147453546524048,0.0,1008.0
1638749974310304000,1.025653600692749,0.0,1008.0
1638749974310304000,1.0362892150878906,0.0,1008.0
1638749974310304000,1.0471975803375244,0.0,1008.0
1638749974310304000,1.0581058263778687,0.0,1008.0
1638749974310304000,0.973566472530365,0.48899999260902405,1008.0
1638749974310304000,0.984474778175354,0.492000013589859,1008.0
1638749974310304000,0.9951103925704956,0.492000013589859,1008.0
1638749974310304000,1.0057460069656372,0.4959999918937683,1008.0
1638749974310304000,1.1123746633529663,0.0,1008.0
1638749974310304000,1.1232830286026,0.0,1008.0
1638749974310304000,1.1341912746429443,0.0,1008.0
1638749974310304000,1.144826889038086,0.0,1008.0
1638749974310304000,1.1557352542877197,0.0,1008.0
1638749974310304000,1.1663708686828613,0.0,1008.0
1638749974310304000,1.1772791147232056,0.0,1008.0
1638749974310304000,1.1881874799728394,0.0,1008.0
1638749974310304000,1.1988229751586914,0.0,1008.0
1638749974310304000,1.2097313404083252,0.0,1008.0
1638749974310304000,1.2206395864486694,0.0,1008.0
1638749974310304000,1.231275200843811,0.0,1008.0
1638749974310304000,1.2421835660934448,0.0,1008.0
1638749974310304000,1.2528191804885864,0.0,1008.0
1638749974310304000,1.2637274265289307,0.0,1008.0
1638749974310304000,1.2746357917785645,0.0,1008.0
1638749974310304000,1.285271406173706,0.0,1008.0
1638749974310304000,1.1750974655151367,1.180999994277954,1008.0
1638749974310304000,1.1857330799102783,1.1679999828338623,1008.0
1638749974310304000,1.1969140768051147,1.1490000486373901,1008.0
1638749974310304000,1.2080950736999512,1.1399999856948853,1008.0
1638749974310304000,1.219003438949585,1.13100004196167,1008.0
1638749974310304000,1.2299116849899292,1.128000020980835,1008.0
1638749974310304000,1.3610841035842896,0.0,1008.0
1638749974310304000,1.2855440378189087,0.4050000011920929,1008.0
1638749974310304000,1.2967250347137451,0.40299999713897705,1008.0
1638749974310304000,1.307633399963379,0.4009999930858612,1008.0
1638749974310304000,1.3188143968582153,0.39800000190734863,1008.0
1638749974310304000,1.3297227621078491,0.39899998903274536,1008.0
1638749974310304000,1.3398128747940063,0.40299999713897705,1008.0
1638749974310304000,1.4366241693496704,0.0,1008.0
1638749974310304000,1.447259783744812,0.0,1008.0
1638749974310304000,1.4581680297851562,0.0,1008.0
1638749974310304000,1.46907639503479,0.0,1008.0
1638749974310304000,1.4797120094299316,0.0,1008.0
1638749974310304000,1.4906202554702759,0.0,1008.0
1638749974310304000,1.5015286207199097,0.0,1008.0
1638749974310304000,1.511618733406067,0.0,1008.0
1638749974310304000,1.400354027748108,1.2339999675750732,1008.0
1638749974310304000,1.4112622737884521,1.2350000143051147,1008.0
1638749974310304000,1.421352505683899,1.2610000371932983,1008.0
1638749974310304000,1.4319881200790405,1.2869999408721924,1008.0
1638749974310304000,1.5653421878814697,0.0,1008.0
1638749974310304000,1.576250433921814,0.0,1008.0
1638749974310304000,1.5868860483169556,0.0,1008.0
1638749974310304000,1.5977944135665894,0.0,1008.0
1638749974310304000,1.4958016872406006,0.8069999814033508,1008.0
1638749974310304000,1.5064373016357422,0.8090000152587891,1008.0
1638749974310304000,1.5168001651763916,0.8180000185966492,1008.0
1638749974310304000,1.6408822536468506,0.0,1008.0
1638749974310304000,1.6515177488327026,0.0,1008.0
1638749974310304000,1.6624261140823364,0.0,1008.0
1638749974310304000,1.5511614084243774,1.222000002861023,1008.0
1638749974310304000,1.5623424053192139,1.215000033378601,1008.0
1638749974310304000,1.572432518005371,1.246000051498413,1008.0
1638749974310304000,1.5830681324005127,1.2669999599456787,1008.0
1638749974310304000,1.5934311151504517,1.2879999876022339,1008.0
1638749974310304000,1.6040666103363037,1.319000005722046,1008.0
1638749974310304000,1.737693428993225,0.0,1008.0
1638749974310304000,1.7486017942428589,0.0,1008.0
1638749974310304000,1.759237289428711,0.0,1008.0
1638749974310304000,1.7701456546783447,0.0,1008.0
1638749974310304000,1.698150873184204,0.3799999952316284,1008.0
1638749974310304000,1.7085137367248535,0.382999986410141,1008.0
1638749974310304000,1.7191493511199951,0.382999986410141,1008.0
